20 10000
-228 125 0
-55 83 23
262 -74 0
239 -34 27
53 -17 13
95 -82 10
-175 8 0
120 -17 9
-73 -58 0
15 40 3
-1 -145 0
-7 179 10
-77 129 0
-19 112 0
45 -160 3
148 -140 41
120 71 9
203 -125 3
153 -67 0
72 161 10
42 81 5063 1
-52 134 4519 2422
-38 -103 0 1278
-82 88 1636 1
80 171 14254 1
39 56 10667 609
116 23 1294 1
52 -89 5098 1
-37 -22 2364 1
-16 -6 7749 1
194 -36 0 1368
15 14 9125 1
39 -136 0 381
-215 91 0 1
-104 154 11533 500
-25 128 8001 1
136 8 3043 151
-302 7 125 1
-66 -180 3564 1
175 -91 17003 2358
28 10 4805 1
-61 24 2541 1
-95 -97 12728 1
50 82 7017 204
-77 125 2152 1
-123 -9 5620 1
-362 -122 6257 682
113 -208 6367 315
-2 131 9240 1
183 8 11846 1
-175 3 211 336
3 -61 13162 1326
-35 -74 4815 1
66 -204 7833 1
113 -20 845 989
244 -64 6335 880
302 -133 2599 665
40 13 0 528
155 -105 12235 37
131 -60 7599 723
-194 52 0 300
125 -153 15874 1
-166 5 2384 566
164 -26 4455 1
104 -122 7491 1
129 -256 9074 1113
-193 255 6138 977
27 47 6412 1
12 -30 7582 86
-80 -48 6399 262
50 -25 4641 1123
-88 -173 8965 1
109 -32 9670 1
1 -55 8544 1
81 -142 8694 405
36 -65 6224 370
-16 88 3980 1
-74 -119 6613 1
25 -251 749 1
55 235 8471 1
80 -122 5510 566
-79 -135 6937 1326
82 -14 3551 1
28 190 3667 835
13 -21 14492 1
-125 -114 0 337
10 -226 0 80
-41 -91 3520 1844
31 84 1892 1
29 47 0 985
93 -73 271 1
50 32 632 1
-17 25 6182 1
-161 -115 8221 1
56 -107 1256 898
-27 -78 7097 1156
24 164 4815 1
-120 -19 3188 1517
-3 109 10467 1465
-107 76 10242 484
-176 258 385 781
-57 -20 7542 1
-28 18 4459 1
-6 -124 10374 1
31 -10 13812 1914
-16 -225 0 1
-28 1 5170 1305
-208 31 2579 933
27 -73 14402 353
23 -15 2667 535
89 34 10395 784
62 -191 0 1
100 -104 13196 604
25 132 3154 1
-162 -12 4656 1163
-23 -85 5796 2216
-81 -98 1622 1
11 168 17344 2616
-48 279 2420 204
-155 65 741 1
112 87 14899 1651
-141 143 0 858
42 -133 7448 1
58 -82 4644 962
-15 -2 0 1
86 -151 3649 2296
30 28 7100 686
20 65 1661 1
-16 -39 2313 491
-42 67 2875 1
113 113 3331 797
-28 -21 12235 1752
-46 153 0 978
-66 97 0 1
-161 57 10082 292
89 51 0 1
29 51 0 1
-5 -6 4925 1
-170 16 3726 1
-45 -44 3132 1
15 31 4660 1
-48 -69 8232 463
85 178 11688 1
148 -108 1500 1
-31 25 2083 446
81 195 8170 1004
-13 -160 0 1
156 103 4997 1
184 42 7367 139
-63 12 4253 705
-28 -168 2821 1254
-34 4 1896 325
114 -107 8906 1
-110 86 5709 1
-18 -110 8463 32
53 0 7790 1
12 158 0 1
200 -97 2221 208
-19 49 4188 1
34 103 8280 1
-141 -66 2141 1
-38 45 10179 1
-155 87 11677 1
-2 -109 3426 1
-117 8 5405 1266
67 46 10884 1
-68 11 369 919
1 59 5685 595
-143 128 2358 692
203 -202 7617 1
106 -113 6914 1
26 -41 11440 406
142 196 3651 170
53 -90 14257 1
-16 65 6637 1209
-133 120 11011 176
-137 61 1332 113
49 -66 187 1
-19 -196 4421 1
239 -176 8504 533
-76 -17 18083 1
124 -178 5666 1
-97 80 2161 1982
109 -77 2527 1194
-12 56 6584 33
24 -90 0 1
-32 -117 5787 1
-66 -48 0 1
77 46 7085 1
-148 38 10976 1
-78 -100 430 305
-9 129 6890 634
-49 35 7858 1
145 -66 3269 1
16 182 1314 442
20 -213 4141 577
-147 -70 1129 1
-90 -56 2330 604
48 -2 1588 1
55 46 3226 1
5 174 9567 1
-55 88 118 1
-81 136 2742 395
34 135 7907 1
0 87 5790 463
-78 27 9201 841
-113 -45 0 1396
-84 141 6890 1
-51 -39 9969 715
-117 158 0 1
-84 -18 4088 1
63 4 6819 1311
92 10 2912 965
22 -113 2301 241
72 7 621 1
-10 -68 1046 1202
-159 -61 14677 286
11 80 5048 1
82 -63 7927 1
117 -86 7526 1
76 -125 4756 168
-145 27 6414 1223
41 -77 0 1551
70 59 1544 1
0 -52 762 1324
-24 74 7143 1644
-32 65 3621 2096
-36 -35 884 1
-75 -206 10676 1
-63 3 4305 136
38 117 4362 1
83 47 8179 992
-93 -10 7701 97
-55 82 0 1
-12 16 5381 1
-52 88 0 1002
-47 -163 7977 1
78 125 3936 1290
-86 56 8347 596
-80 29 9961 552
-159 -77 6606 837
7 -94 12160 1
5 -151 3983 1
82 53 5821 77
-86 -57 4240 714
43 -37 4608 1
100 -175 1228 75
-33 -134 12032 1438
-16 28 8389 858
27 176 10131 913
48 -159 6330 1
103 76 7967 44
-30 35 2143 324
113 44 4640 1
39 6 7520 1010
81 143 2124 1353
-85 -39 0 1771
99 -25 14548 1171
197 26 1243 1
36 -70 10536 1
-88 50 11447 32
40 85 6597 3097
-80 190 6083 324
-155 151 0 1
-18 -56 0 1
0 -74 10343 1
17 53 5854 1
85 90 10831 1677
10 126 8188 117
165 -3 1043 1
16 -76 8234 1601
35 -22 5990 519
-131 -26 4323 1
154 203 617 122
48 -14 3820 745
12 73 792 1
164 195 4934 1
4 22 0 1472
20 -32 8044 1137
-24 -82 6567 1
12 -58 0 798
-178 65 8897 35
119 -194 4964 1
-127 -55 9942 1
-88 -102 6495 1
102 26 3661 2089
-30 -14 18343 1
-52 51 0 831
38 -21 8837 1306
-10 -2 7079 1
118 -116 0 822
-161 -89 7267 1
1 -13 8921 711
-88 -3 1341 1194
-49 -64 11479 160
-57 -1 9112 468
-25 -91 0 95
-26 -98 6002 1
-65 126 10809 978
-202 82 3944 424
73 29 154 1
-91 -173 10502 1
-56 -109 18366 1
26 24 14877 452
107 75 8392 1
47 112 2613 1336
-1 -22 0 523
80 79 1023 1152
-151 282 7738 1
-19 27 9605 2813
-72 96 8294 273
26 -110 13538 474
108 -76 3058 416
195 223 2567 427
19 61 0 1055
-107 59 5035 1
49 -57 3134 1
62 -124 0 1285
-139 -42 10544 968
72 -128 8188 1034
134 -9 3283 2122
32 -38 2771 404
-27 -6 3180 1
-109 247 0 1
206 113 646 745
1 -65 3246 312
-32 95 1638 1
-236 -60 5221 1
-51 33 8792 1
57 115 7955 1
147 105 7200 1
-125 -51 2323 1
148 113 1423 390
-11 123 8448 1
76 0 10902 995
45 23 8347 2443
-57 140 3260 1
-200 -155 0 1
-24 -123 7463 144
-90 69 3346 1
-73 -15 11933 1
78 -79 4270 1
116 -128 1664 1
-242 30 4114 998
33 -28 1321 676
6 -81 2736 219
2 -37 11076 1415
79 -32 7971 1
-134 39 9132 198
41 -160 9453 170
-2 135 0 1052
-43 -225 757 1
252 109 4000 16
-55 26 413 89
34 -175 7193 1428
60 25 0 1306
-53 -215 9122 1
-15 114 5145 1566
75 64 8528 1654
-28 211 2231 1
-171 -32 14673 507
-2 74 9329 658
-154 -37 7152 297
-65 -335 6732 361
43 188 10549 1
-44 13 15919 1
42 37 6097 409
94 -32 5317 381
-20 81 3434 2046
9 75 11724 1
19 -23 9001 852
-9 -58 0 1
-72 168 0 2229
16 -99 2394 1527
72 138 3126 3167
-113 -176 0 361
-3 7 6549 2318
-82 -57 7843 1
-73 -146 12322 1166
-67 32 4436 480
163 -14 526 1
77 178 9697 1
-99 -104 9409 695
90 12 83 1
103 147 2337 1
-25 12 5659 1
12 22 9560 1
19 126 9126 352
20 41 0 471
-62 -53 0 1
46 -166 3035 328
-6 -73 5262 487
-39 -35 9309 94
-39 113 10473 1
61 -21 13438 1
161 -22 0 1
-101 -117 6984 1585
140 82 0 1857
-210 -90 4904 1
-42 -168 3589 1
40 -12 0 1
51 -183 4248 1452
-119 44 6894 111
95 90 3500 1
42 101 0 608
42 -30 4842 1
-209 0 5799 250
22 74 5696 1671
215 17 6511 286
87 149 2687 833
80 128 10876 1369
0 -106 7498 915
-77 -8 9553 1
-106 0 0 1758
-6 -185 6109 1
-48 -12 1727 1
-116 102 9823 1
48 23 4281 465
-53 53 0 558
-26 65 5626 230
-2 1 856 548
35 77 0 50
-162 -4 7640 377
38 -13 13899 1384
30 33 7159 971
-9 10 5196 785
69 -27 3904 1
42 4 5085 1205
-2 -7 101 1
196 -62 4867 1
87 -168 11085 918
-2 -21 5353 1861
207 -198 947 1
55 -12 8206 1
76 -115 3467 52
49 55 3094 1
25 -91 6760 364
-8 79 6484 1288
-4 -125 3064 1
34 -102 6755 1
106 50 6310 1
95 -32 0 1
-8 129 10550 652
-125 10 2982 1
-49 38 9280 1
14 214 0 235
-44 13 8203 1
98 -78 0 1
-117 87 7420 1
-116 -42 16287 1
64 68 0 503
-1 -198 0 19
-195 -3 3183 1
-57 -2 1023 1
88 -74 7495 112
62 -114 3798 1
16 -36 7753 1
-137 31 7426 713
-99 40 9776 1884
81 -16 4294 1
66 101 0 1
28 -48 8944 1
-37 -72 0 1
56 22 16207 1158
-32 42 5500 1
1 15 11420 1853
115 22 4292 1
78 -105 6862 757
96 -225 8175 1
144 -300 6623 466
-99 -12 5331 1
199 -31 8099 1397
37 41 12018 1367
-176 65 4980 1068
117 -121 7057 1688
24 68 2206 1426
93 -59 2710 1
86 18 3843 346
-112 64 12845 1
-147 -235 9052 459
37 23 0 1088
-116 125 0 1
37 109 388 187
-43 18 9681 644
1 -35 5161 1
-33 82 9633 1
58 4 8095 1
128 -140 3454 237
13 -96 5828 883
-94 44 3589 1239
66 88 0 135
-54 109 11139 1605
70 -78 8949 1
170 27 11466 251
-20 -7 15496 703
-38 178 9359 1
-16 -130 9832 211
42 12 8904 497
-182 -79 7134 1
19 6 5608 1
-161 -55 3752 279
103 128 3813 1843
55 61 8081 1
0 142 13292 399
19 63 6543 631
-61 265 6664 912
-37 18 3701 1447
23 -59 1848 334
51 1 2553 1067
36 71 15289 675
-20 -156 12094 496
5 -124 5791 1
62 142 7078 52
-76 -190 4371 1311
-110 192 6123 2288
23 11 6970 961
-15 -16 5966 1
-19 37 10505 2221
97 194 11792 2097
-269 13 0 591
-57 15 13130 1179
-29 81 12386 1408
-68 -104 6924 457
141 46 9670 1557
-10 -51 8863 656
-107 -67 0 1
-169 105 9839 1500
-52 20 6133 787
-22 -98 976 508
-51 -171 3929 1
-44 114 8352 1
76 148 7750 978
-133 -215 5344 1001
35 2 4058 1
-46 -9 12517 1189
32 135 5051 1
99 13 6936 1
-61 -40 13077 1491
-22 67 7845 1
50 -225 6507 1
-49 44 2932 87
-69 -247 1484 1
-73 -46 10795 682
-8 136 2463 58
137 110 0 1862
16 -171 3304 1
26 32 5250 1
-157 -17 0 1
-138 23 7424 191
-81 -5 10201 1
70 -140 6377 1
-25 10 14227 511
-54 51 2738 433
-16 -118 11671 1267
-16 73 3387 1
-87 -62 3990 1
-123 132 6191 1
249 20 1494 1
172 -33 7189 1262
166 -119 9440 1
-55 105 21259 1
-125 -87 8997 1
219 59 8491 1
88 16 8372 1
51 103 0 1595
68 9 8650 1699
49 43 5701 506
152 72 8542 2884
19 195 18850 744
29 -119 968 1
79 87 0 667
37 -101 0 1207
36 8 3042 558
-13 -65 0 244
88 113 2650 1
-174 -51 6168 1
-25 -8 0 430
-18 47 7420 1
2 58 6367 1
98 13 0 1206
98 330 4668 1
-175 -59 10917 1
106 41 2859 1
-53 29 8578 375
-17 -189 7600 396
-158 7 769 1541
-63 -33 6744 1
21 -144 2977 32
-8 -144 2253 1
152 -28 3671 711
-183 21 3080 1
-2 -145 5883 988
66 87 7164 426
76 1 7493 1
71 -98 2109 97
-107 -110 3242 69
-22 237 1752 1
-97 -170 4030 190
45 86 2549 1
-104 124 5009 1
-123 148 0 1
-87 -91 0 426
-92 67 0 1145
-97 157 11167 961
-26 35 6683 1
-130 -9 9791 1149
8 -174 113 1
136 -97 9345 568
-117 -33 7282 1
-29 -57 6683 261
47 19 2081 1
141 26 7091 465
-4 113 10710 1
-68 -82 6577 744
-151 63 6436 1900
-73 30 0 769
224 -105 16690 1
87 -8 5895 1
4 -126 8416 1
226 2 5723 1
-145 20 12220 998
41 -114 16293 816
-20 101 9346 1
68 -114 6271 1064
58 80 0 1004
98 -130 2593 557
39 67 14108 927
-17 155 14504 328
-63 -16 0 385
-141 1 285 1
2 -31 3215 1
47 -130 0 1
13 68 0 228
-99 38 555 230
-63 101 7951 1
63 60 1209 1
140 -21 0 165
-56 -34 9119 1
149 -85 6293 1
94 118 8914 888
-234 23 1655 1
-95 -110 1718 53
-3 53 0 1
86 -110 2849 719
25 -50 735 1
39 -76 7862 1
-121 -5 5050 1
144 -112 0 1
117 4 10771 293
120 -110 0 1743
-87 -68 9949 1
-61 -14 316 1
26 -102 8867 1
41 -7 1301 1
-14 69 9576 1
206 29 4744 232
-133 101 7614 335
-153 1 9193 1
-64 -150 2296 1
158 123 3936 774
90 -72 0 819
-105 -118 8435 1
38 38 4001 369
-99 81 5026 1
-47 -4 0 488
-25 17 4551 1
-34 -3 4266 1
105 -271 3669 1
-150 115 11083 951
-130 27 152 436
-80 -184 0 1
164 -170 4353 2047
16 146 4243 517
38 -162 6071 341
15 -141 7239 1
7 41 8246 898
37 202 6538 1
59 93 6519 1
112 11 4009 1621
17 -91 4203 1
-12 -56 3280 1
3 66 1364 125
39 -16 0 883
-5 -146 0 521
55 -174 4046 669
-201 -135 2106 215
127 2 0 1340
-47 -66 9354 272
154 39 4383 1
-87 -28 0 1519
-59 -22 939 1
74 52 10532 232
-167 -36 0 1
82 -15 2423 1278
-9 -117 0 678
47 29 4857 1
-16 175 5546 1587
64 -2 9729 310
-94 -83 6827 253
16 -123 0 1
-27 7 2160 1
124 32 7243 1
-132 221 0 1
-75 181 8743 1440
20 -80 0 478
-71 -35 5 1
-17 -15 6331 1
83 -111 9238 1
23 120 7415 376
82 -99 0 118
-144 61 5815 245
-49 -2 884 1081
-54 187 11073 180
-1 -125 5965 1
74 -82 8980 1
-68 -99 0 1
17 10 13375 1
13 -130 0 1
-25 172 10458 1
100 -178 10271 664
-35 -44 8374 927
-61 83 0 1010
-58 -30 242 534
-62 208 1015 1
96 -80 9569 1
-71 -24 10252 939
17 296 2670 1
-166 -172 4620 12
-20 141 10819 2271
190 0 6683 1770
-137 39 4674 1
-38 -83 27 1
27 116 0 1131
136 -34 4248 882
-92 162 2866 1
38 -135 0 1
-120 -145 3449 1
84 158 2055 1272
-3 72 1844 1
-35 -18 7516 186
153 10 7319 1692
86 42 0 1
-74 62 0 1
-39 -85 1927 1
29 32 11325 1
91 36 5414 1
-31 -77 4113 809
-34 151 0 1
-50 3 6342 1777
70 -38 3019 1
98 162 0 1
-178 -268 0 837
-47 -14 4976 305
-12 36 5065 1
-30 -23 8104 651
12 65 131 388
-199 -61 1630 1
-149 -34 0 1
82 41 7687 1
-52 156 8740 1044
-47 142 1212 1392
-117 -113 0 1474
142 2 4198 1
124 240 0 1355
51 9 4431 426
-22 102 0 249
95 145 14667 928
-100 -67 3134 2350
-129 48 1278 1261
-64 -50 7837 1231
-243 -84 1382 1
163 6 0 662
-59 -24 0 826
20 47 4297 1
-84 81 5807 1
-152 41 145 227
177 -66 4268 1
-36 229 3332 1
-78 -120 7261 1054
87 -32 6487 78
-42 51 1924 1
70 168 5505 1
34 -126 9061 1465
13 -57 4009 1
291 123 0 1
-54 3 6720 1
39 44 9250 121
104 57 7563 1
-250 -24 2025 1239
-55 112 909 1
93 -199 4150 1
106 -211 624 1
-108 -165 6498 1885
-133 -98 4370 1
-78 58 13245 971
-159 -107 10461 1005
-81 113 4449 1
-67 100 0 131
41 -28 6958 362
-49 -21 0 355
296 55 8169 1
-128 -144 6447 594
-26 -57 8305 467
-84 162 0 908
100 -40 3215 1
-174 23 3897 1
-145 -65 8479 446
124 106 6184 1
99 -106 0 1542
81 -50 8528 57
-155 -128 12182 1920
136 136 8413 70
-7 88 0 1
-48 193 1657 1
-21 -110 445 543
-49 -104 272 448
78 117 13680 1
6 40 5678 308
15 55 8190 1
59 95 1277 94
120 -178 7971 95
87 -66 8181 1184
-60 183 0 1833
13 32 7786 517
-64 -109 4157 1
-99 -156 9206 395
71 -74 1098 1
65 130 7379 1796
-59 -82 4042 1
5 36 0 1192
-195 -106 11717 1392
-171 4 5399 1
78 -41 9030 1183
-6 72 9025 1
-41 -64 0 1894
94 72 8720 1
105 15 0 686
-89 132 8056 1
-159 81 9198 123
13 85 3779 1557
5 -11 10103 1
-68 96 10163 955
-90 10 0 1095
-116 161 5110 1
-234 -176 834 774
-187 2 0 197
54 156 5993 1592
166 -89 9671 733
-50 28 6837 1525
19 27 2743 908
80 43 5686 230
-228 -27 0 1
70 -254 0 1
45 76 5265 1
87 65 0 191
-60 23 4015 1
139 50 10004 493
-3 54 0 1
-2 -141 9062 1
-10 13 189 732
75 -70 3222 1382
50 61 5613 1005
69 103 5445 1
83 76 0 944
-112 198 4538 1
19 134 11463 1880
-78 -57 12837 2327
-212 -40 7665 832
175 -142 12351 1
-88 57 0 1
-211 166 14103 495
23 -2 4389 91
16 6 0 1
34 17 4590 1
78 -75 9989 1
35 -21 3686 1
-101 -75 9639 669
-54 -59 3401 34
45 22 11499 1394
48 95 2402 528
-207 -101 8373 409
33 64 251 1
81 -4 2528 1
67 -102 2582 130
57 -12 381 2119
64 37 1863 1
72 -11 7508 1
0 -104 7283 1
-55 68 11780 723
-166 -75 6855 336
-102 34 6588 1
4 8 0 1091
-26 42 5196 1
52 14 6180 1276
-96 157 11110 1
49 19 1204 1
-47 -45 1676 713
-97 72 7860 2217
109 -4 7450 583
34 -112 9065 1
22 93 0 1
-6 -13 5826 404
-55 -58 13633 908
-99 -39 10953 1000
38 149 2321 1
82 22 15222 1396
0 137 4193 263
-10 -55 9607 1
145 -16 11082 1414
162 46 0 43
14 91 5008 1
-72 -81 8440 373
91 362 7774 106
101 19 3954 1
18 6 6971 1
-96 -211 8682 1
-128 95 4422 730
97 10 5165 1
72 -79 12724 1
-84 -16 3964 8
108 32 0 391
-130 23 1796 702
-111 -208 3594 190
-50 -78 12161 1495
-86 -90 3068 1
-58 -7 5721 78
-7 0 1367 1172
63 -64 4731 1442
-191 85 14037 960
103 113 0 1272
-79 -5 3430 1641
-37 29 674 1
34 92 0 1
-36 -60 13883 1077
66 59 6351 1
144 83 6939 1
-46 -22 4537 1
-212 32 939 339
-76 -29 6307 28
97 -81 0 1204
16 -5 10926 699
46 81 6820 902
-170 -56 20620 1
-93 226 9055 1
47 137 4238 1
7 -74 3076 972
9 -83 7666 767
-103 -90 2668 1
-24 -120 145 323
67 25 10113 1
-35 98 3732 643
-68 113 8249 1
20 -43 4307 1
75 61 0 1
-151 -98 255 878
111 8 3899 1
-30 17 7313 1
137 -91 3530 300
-44 -198 7855 1
-140 0 16693 1
85 40 5066 1
-154 -44 10727 1
-62 114 8227 479
-28 -224 0 16
95 163 4755 1
-123 -82 8222 88
-3 -25 0 571
-20 0 4451 1410
-131 -26 6187 1
55 -149 7528 1
22 233 2737 351
-134 -29 9631 1
72 89 10446 1
23 88 773 791
-122 69 0 935
36 69 696 758
266 -132 5896 1
126 -69 3514 1196
47 28 6160 1
-76 125 9886 48
107 -29 4852 1247
84 -6 5212 1
127 -65 10643 635
115 89 0 2156
91 -55 3572 494
59 -5 6044 6
98 183 2115 1
82 97 10282 2541
0 -63 1180 1
87 -228 10862 1
-9 4 7620 800
151 -31 12492 1
263 73 0 1351
10 34 6622 1
107 -111 8498 1
38 -21 286 1792
24 -6 1892 1
-77 112 2582 1049
-49 64 3537 1
-7 -163 0 17
-28 -43 3836 1
182 346 3874 1
-157 -113 4454 1415
-181 164 8283 252
79 -86 3160 1
36 45 4430 1
-139 -81 4129 1
-15 -274 3530 1
-26 -3 5485 1
49 56 0 2463
-37 28 16222 1
-42 -18 0 1542
-43 -46 0 1
117 50 6973 1640
-105 -38 9489 1
-174 -117 2681 580
164 -119 6341 2028
18 167 1973 1
-97 33 8916 1015
-88 126 8189 1
19 -97 8922 1632
-24 -210 10160 1
-207 -82 0 1
-135 65 12027 902
-123 -88 13285 1
48 114 0 1
-77 164 5493 253
5 2 3783 1
-20 -88 0 1
182 87 4970 1102
-25 -6 0 1235
52 -232 0 1
-107 -31 3563 1
-127 -14 9208 397
-11 -26 11207 1827
63 98 11297 1
-4 84 6024 828
150 205 9020 1
-74 -77 14042 1
32 20 10471 1325
-53 -144 5540 1159
-127 -140 7866 507
-158 -74 8593 1
-45 -141 3881 514
72 114 1591 1524
93 -34 1761 1
-59 121 7387 814
-29 -26 8633 522
-90 160 4148 1
99 94 8481 59
91 -130 0 347
19 82 0 1
25 90 5150 1
-26 1 7179 372
-177 -142 7145 1974
-34 -96 6819 119
110 -192 4660 1
216 72 0 1639
102 -92 1002 1
-82 -145 9410 1
52 224 138 1
135 17 821 1860
19 -28 11723 1
-7 -158 3405 790
46 -171 3248 421
145 143 0 823
10 -48 10520 750
-150 -150 7838 1
28 44 1637 1
4 37 5155 1
-13 -90 3863 1787
-26 53 9817 1999
46 63 8752 569
-94 25 0 942
68 2 402 536
-150 -28 8426 1101
183 69 7231 2396
56 -81 4149 673
-214 55 15712 180
-156 -185 0 2016
-73 -26 7127 2116
21 -34 0 1392
163 42 315 858
-41 55 0 1
-135 139 2139 114
-3 53 10496 1
0 26 0 859
-195 9 0 1
-56 -44 6156 1
0 43 9730 1
-23 -113 7248 825
88 -137 2414 451
-140 -74 21700 1
-6 -37 0 637
74 94 3577 262
137 -8 2021 2676
-136 59 20872 1
-32 100 3991 883
-105 61 7639 1
16 5 0 1
149 -224 2552 1
65 62 7525 1286
-84 79 7367 271
16 -17 6540 1852
134 91 3308 2255
90 74 9746 683
101 -93 12743 1
-117 -4 2894 516
-29 -10 3419 308
15 63 9734 1
58 -142 1190 1
68 -63 10415 1
-49 -31 7272 1
-86 -165 4030 763
-145 192 10717 1
-87 -97 11141 737
-69 -75 12140 1
-51 41 6499 556
-54 -43 10566 1
64 -76 4822 1
79 -79 6948 1712
27 -34 2654 1
38 -130 5325 1
89 31 9730 1
25 169 11426 1
-94 44 8603 584
82 -26 3852 1
-70 58 4168 1
162 -148 5921 1
-28 81 6794 2015
-49 -30 4996 491
-34 -14 14016 2647
49 22 1357 2034
-120 159 2942 1284
31 0 0 460
148 99 2781 949
44 9 6223 1946
115 -114 5958 2170
65 52 1818 1
-134 16 14390 1
56 -15 6044 266
-111 73 8521 1002
-8 -89 3735 99
-51 145 8277 1
-29 41 0 1
43 -303 6869 451
225 25 3260 1
77 50 11843 1
38 -75 2139 177
-65 11 5975 795
-65 -12 6583 451
-90 -14 873 390
-12 -87 7084 1537
176 -114 1173 586
88 -15 0 1671
-144 32 3448 442
76 -79 3483 582
54 98 8460 1061
-63 -27 2992 1
-13 -78 7694 2030
-52 72 11639 917
8 -16 6467 323
69 -29 4162 1
161 19 5465 1
-42 -10 0 1115
-61 -123 12736 1
27 95 0 1
52 -91 9528 1
1 -110 11584 191
-63 0 1801 1202
21 149 12052 1380
-3 186 3883 696
316 275 1184 1528
47 -41 936 238
6 34 7485 1072
104 -33 7637 445
-89 67 1198 704
144 -195 0 1
46 91 1924 1
-23 -165 8687 1
0 158 6826 1
-38 -44 4046 413
-52 -139 0 1
35 140 8448 1
-88 -147 5350 1
51 81 10498 22
-113 -38 3908 1
-1 33 4656 2504
-63 21 3817 1
-63 -90 9772 1166
12 -194 0 1
-191 -21 9539 1
1 -14 1173 1
163 235 3444 1650
-13 -18 11995 772
-72 -122 8362 528
-90 -89 3933 1060
64 -120 7572 702
-19 6 6875 1
-99 -61 8743 985
-58 39 5867 1
176 182 3936 1
150 283 6459 1
-112 6 7407 1
-100 -49 2747 1
-42 39 9463 238
141 -130 8553 1
137 -114 4541 303
-21 -163 8825 1227
-11 16 0 1196
113 101 9881 1549
-14 28 0 1659
-17 -79 528 1
-13 -144 5007 2257
-130 21 6021 1
-107 74 3079 31
2 -25 9551 692
-181 33 13737 22
40 -115 2180 1
-36 0 4621 1
-28 42 0 1697
-199 49 14201 1
-101 -272 1040 1172
-239 17 3981 1
8 -9 7426 144
119 -29 731 1
58 176 2220 1
-78 -78 10693 1
138 -89 12050 144
27 91 6526 997
323 -183 4413 592
73 66 8075 1
-85 -114 8270 757
-74 -146 0 750
-27 -77 7021 102
48 -297 5282 900
-134 98 2902 978
146 49 0 1
142 -13 2373 298
28 140 0 1
133 32 0 1
182 98 0 1017
9 -82 9302 1131
-140 -178 0 524
-33 -99 0 1
236 2 5503 1
82 86 11341 1
-20 75 3451 725
-20 28 5987 1
-87 -129 1573 1082
62 32 14213 578
-275 131 4703 1
98 16 4895 1
-18 -95 795 610
-227 41 1547 1
-210 -63 13068 67
-30 48 270 1
-46 52 8393 1536
-82 -83 12153 1
219 108 0 1
61 108 8375 1
0 123 3762 1251
-132 -23 6839 1
27 92 17472 1016
8 -70 1940 1
47 131 5260 741
54 -50 5599 542
-190 -8 1498 354
62 -54 4514 1
-33 -28 3911 1
128 93 7953 1
-84 159 1904 493
-114 -4 13865 1
-163 -65 11716 439
110 -73 1807 1
-77 -114 10674 163
111 41 11842 1038
135 36 0 238
-134 -103 4482 716
-12 20 2109 1
205 -20 3330 1057
30 -32 3576 1554
-111 -10 2948 1
-154 -52 12670 1
-43 -63 10344 1
82 -27 6140 302
-67 -49 388 1621
163 83 15005 802
6 -5 5110 1135
10 -102 11545 1
-80 184 0 1
-313 6 10315 146
-129 176 5085 1
-105 71 5992 1
-16 229 3535 1087
-99 133 10589 2095
25 -57 6005 1
70 42 0 767
49 114 3882 475
65 31 12159 936
-72 150 2229 1
140 -45 2436 160
90 -153 7862 1
-54 72 3681 244
-64 -117 0 1
-34 121 8104 1
70 34 16961 1
85 46 0 1
173 -187 0 7
-58 -70 4864 233
-12 -144 3829 1087
-18 -17 2257 1
42 55 9314 628
182 -135 8811 1
-68 60 0 1422
-34 156 6224 149
96 -67 4288 1024
38 -17 7107 1721
-155 20 0 1
-42 44 3526 1
40 33 13842 455
-102 127 5886 2065
-79 17 5104 1
-98 229 5054 266
120 74 13319 1039
23 -15 4551 1
-84 153 10267 1146
81 9 7195 78
46 89 1125 1
8 104 8836 1
-25 57 4621 229
-44 -172 3846 1
-65 -103 8584 1
164 243 7163 921
-50 36 0 695
-73 -42 9360 1821
-17 33 15317 1
96 -83 1571 1
90 72 0 1
-154 133 11415 1074
-132 -51 0 770
-48 -21 3660 1469
-139 -10 5390 1
-248 10 3303 1069
120 124 9010 1
137 -34 0 1
-17 -17 7388 1
-34 -120 8636 1
-26 -235 5243 1
215 70 1568 1
52 -34 682 941
-15 -106 10472 1
42 -44 4679 453
-1 4 2638 1
57 -203 8938 1438
-128 93 238 1
163 -108 11198 147
-19 -5 7902 1
-9 -157 10310 1
107 1 7467 1312
-22 -66 11810 1462
-99 71 7182 68
-91 -152 4154 1
61 -103 2633 1755
-11 49 8539 194
49 -115 2473 1
-28 76 9984 759
-155 -24 1142 1
29 -43 12663 1
-46 31 10145 928
42 16 3468 1155
-115 -37 8116 556
108 86 8081 658
103 -17 11973 3374
153 -75 1016 1025
-24 147 0 617
50 48 12782 1
49 241 0 1
-55 148 8761 181
-110 -101 11208 1
-174 -127 0 1
13 165 540 1
123 43 2499 1252
61 -52 1134 1596
-94 147 13277 1178
86 -28 6659 1
16 106 1768 1
68 -46 8902 1161
-29 186 14770 1
-30 78 13072 585
-33 9 0 1
-161 -25 5137 121
-184 -118 3618 2113
-116 17 8253 238
-140 -73 8464 48
-23 122 0 1
26 54 6918 1
6 183 0 898
-53 -15 12451 908
124 -14 0 1
36 54 8440 5
264 62 9916 770
-89 -37 3477 1
112 -111 7669 64
38 -130 4079 1
-137 -45 10292 589
